framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,sample,time_ms
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,18,0.44348599476506934
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,19,0.7533800016972236
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,19,0.4504329990595579
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,0,0.7791559983161278
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,0,0.4402430058689788
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,1,0.7246960012707859
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,1,0.41294400580227375
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,2,0.7333059984375723
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,2,0.4142789985053241
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,3,0.7111890008673072
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,3,0.42006599687738344
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,4,0.7269799971254542
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,4,0.4128029977437109
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,5,0.7280749996425584
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,5,0.4124080005567521
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,6,0.7288140041055158
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,6,0.41816399607341737
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,7,0.7258519981405698
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,7,0.41307199717266485
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,8,0.7296789990505204
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,8,0.4123600010643713
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,9,0.7238899997901171
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,9,0.41630800114944577
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,10,0.7228020040201955
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,10,0.41461199725745246
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,11,0.7299659991986118
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,11,0.41320399759570137
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,12,0.7290310022654012
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,12,0.41269899520557374
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,13,0.7167439980548806
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,13,0.41926599806174636
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,14,0.7188360032159835
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,14,0.413551002566237
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,15,0.7194649951998144
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,15,0.41414800216443837
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,16,0.7203949935501441
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,16,0.42215299617964774
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,17,0.7129349978640676
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,17,0.4957839992130175
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,18,0.7226220041047782
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,18,0.4134979972150177
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,19,0.7118420035112649
cubie,tsit5,performance,adaptive,pi,none,128,tol,1e-08,19,0.4176030051894486
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,0,1.1169319986947812
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,0,0.6323289999272674
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,1,0.9628769985283725
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,1,0.6188020051922649
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,2,0.9325560022261925
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,2,0.6114139978308231
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,3,0.9210889984387904
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,3,0.6112230039434507
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,4,0.9292360045947134
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,4,0.6105970023781992
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,5,0.9244419998140074
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,5,0.6170799970277585
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,6,0.9268249996239319
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,6,0.614846998360008
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,7,0.9186449970002286
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,7,0.6126879961811937
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,8,0.9312019974458963
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,8,0.6177539980853908
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,9,0.9260450024157763
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,9,0.6148059983388521
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,10,0.9266979977837764
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,10,0.6123069979366846
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,11,0.9227260015904903
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,11,0.6106860018917359
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,12,0.9327040024800226
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,12,0.6177800023579039
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,13,0.9198069965350442
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,13,0.612900999840349
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,14,0.9270349983125925
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,14,0.6125110012362711
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,15,0.9291239985032007
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,15,0.6169550033519045
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,16,0.9374009969178587
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,16,0.6133269998827018
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,17,0.9165480005322024
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,17,0.612699004705064
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,18,0.9236589976353571
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,18,0.617162004346028
cubie,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,19,0.930030997551512
cubie,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,19,0.6177440009196289
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,0,0.8891530014807358
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,0,0.4666980021283962
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,1,0.871873002324719
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,1,0.4519020003499463
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,2,0.7683970034122467
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,2,0.45115000102669
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,3,0.7562300015706569
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,3,0.44929700379725546
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,4,0.7729609933448955
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,4,0.45122600567992777
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,5,0.7661139970878139
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,5,0.4543230024864897
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,6,0.7677139947190881
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,6,0.45174700062489137
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,7,0.7668470061616972
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,7,0.4511340011958964
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,8,0.7663880023756064
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,8,0.4505739998421632
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,9,0.7635410001967102
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,9,0.5268620006972924
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,10,0.7613889974891208
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,10,0.45618600415764377
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,11,0.7579159937449731
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,11,0.44965199776925147
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,12,0.7653180000488646
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,12,0.4498890048125759
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,13,0.7631939952261746
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,13,0.4521390001173131
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,14,0.7658199974684976
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,14,0.45025500003248453
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,15,0.7641859992872924
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,15,0.455351997516118
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,16,0.7653209977434017
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,16,0.4523759998846799
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,17,0.7649719991604798
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,17,0.450924999313429
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,18,0.7569850058644079
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,18,0.44962499669054523
cubie,tsit5,performance,adaptive,default,both,512,tol,1e-08,19,0.7630660038557835
cubie,tsit5,performance,adaptive,default,none,512,tol,1e-08,19,0.4517610068432987
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,0,0.7616379953105934
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,0,0.414775000535883
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,1,0.7126729979063384
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,1,0.4064370004925877
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,2,0.7182660046964884
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,2,0.4045850000693463
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,3,0.7151650061132386
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,3,0.40613800229039043
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,4,0.7077689951984212
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,4,0.41059600334847346
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,5,0.7034630034468137
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,5,0.4044620000058785
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,6,0.7160819950513542
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,6,0.4062329971930012
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,7,0.7097220004652627
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,7,0.4109369983780198
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,8,0.7193490018835291
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,8,0.4047110051033087
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,9,0.7202859997050837
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,9,0.4043529988848604
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,10,0.7113530009519309
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,10,0.40468599763698876
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,11,0.7105390031938441
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,11,0.403489000746049
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,12,0.7148860022425652
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,12,0.4039209961774759
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,13,0.720500000170432
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,13,0.40682099643163383
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,14,0.7085629986249842
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,14,0.41109099402092397
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,15,0.7107629935489967
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,15,0.40506400546291843
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,16,0.7160110035329126
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,16,0.40555500163463876
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,17,0.7166409995988943
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,17,0.4101840022485703
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,18,0.7122140013962053
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,18,0.40496500150766224
cubie,tsit5,performance,adaptive,pi,both,512,tol,1e-08,19,0.7242399951792322
cubie,tsit5,performance,adaptive,pi,none,512,tol,1e-08,19,0.405703998694662
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,0,1.183628999569919
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,0,0.617511999735143
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,1,0.9808219983824529
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,1,0.6157339958008379
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,2,0.9333310008514673
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,2,0.6161299970699474
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,3,0.9406000026501715
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,3,0.6158659962238744
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,4,0.9437089975108393
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,4,0.6187950057210401
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,5,0.927350003621541
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,5,0.6147849999251775
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,6,0.9375160007039085
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,6,0.6152170026325621
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,7,0.9361219999846071
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,7,0.6210489955265075
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,8,0.9424220043001696
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,8,0.6133999995654449
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,9,0.9293520051869564
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,9,0.6137159944046289
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,10,0.9526989961159416
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,10,0.6146160012576729
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,11,0.9407889956491999
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,11,0.6196210015332326
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,12,0.9357870003441349
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,12,0.6149429973447695
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,13,0.9322759942733683
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,13,0.6128739987616427
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,14,0.9374069995828904
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,14,0.6150140034151264
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,15,0.9335380018455908
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,15,0.6190329950186424
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,16,0.9423910014447756
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,16,0.6133700007922016
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,17,0.932269002078101
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,17,0.6137469972600229
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,18,0.934178002353292
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,18,0.6181680000736378
cubie,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,19,0.9326950021204539
cubie,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,19,0.6183349978527986
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,0,0.8554070009267889
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,0,0.4549349978333339
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,1,0.8363350061699748
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,1,0.44815800356445834
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,2,0.7731500008958392
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,2,0.44894200254930183
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,3,0.7659240000066347
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,3,0.448710001364816
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,4,0.7758420033496805
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,4,0.45107799815014005
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,5,0.7687210018048063
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,5,0.4530480000539683
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,6,0.7723670059931464
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,6,0.44894600432598963
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,7,0.7780910018482246
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,7,0.44929899740964174
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,8,0.7685570017201826
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,8,0.4503270029090345
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,9,0.7715800020378083
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,9,0.44694900134345517
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,10,0.7764659967506304
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,10,0.45687900274060667
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,11,0.763324998843018
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,11,0.4468600018299185
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,12,0.7740690052742139
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,12,0.45703099749516696
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,13,0.7591300018248148
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,13,0.4493590022320859
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,14,0.772095998399891
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,14,0.44660000276053324
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,15,0.7703290029894561
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,15,0.4530789956334047
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,16,0.767249999626074
cubie,tsit5,performance,adaptive,default,none,2048,tol,1e-08,16,0.4484980017878115
cubie,tsit5,performance,adaptive,default,both,2048,tol,1e-08,17,0.7636909940629266
